,State_ISO,State_Name,year,N_measles,Pop,Measles_pop
1069,US-IA,IOWA,1978,167,2918.0690000000004,5.722962685255214
1070,US-IA,IOWA,1979,29,2915.739,0.9946020545734717
1071,US-IA,IOWA,1980,1,2914.018,0.03431687793280618
1072,US-IA,IOWA,1981,2,2907.9829999999997,0.06877619298324647
1073,US-IA,IOWA,1985,133,2829.684,4.700171467909491
1074,US-IA,IOWA,1986,142,2791.97,5.086014534540128
1075,US-IA,IOWA,1988,2,2768.388,0.07224420854302215
1076,US-IA,IOWA,1989,49,2770.592,1.7685750915327842
1077,US-IA,IOWA,1990,33,2779.7690000000002,1.1871490041078951
1078,US-IA,IOWA,1991,19,2791.2270000000003,0.6807042207602605
1079,US-IA,IOWA,1992,2,2806.923,0.07125239986989312
1080,US-IA,IOWA,1994,12,2829.422,0.4241148898962403
1081,US-IA,IOWA,1995,2,2840.86,0.0704012165330217
1082,US-IA,IOWA,1996,1,2848.473,0.03510652900694513
1083,US-IA,IOWA,1998,2,2861.025,0.0699050165587508
1084,US-IA,IOWA,2000,4,2929.067,0.13656225685516923
1085,US-ID,IDAHO,1918,47,405.0,11.604938271604938
1086,US-ID,IDAHO,1919,9,424.0,2.1226415094339623
1087,US-ID,IDAHO,1920,90,433.0,20.785219399538107
1088,US-ID,IDAHO,1921,328,435.0,75.40229885057471
1089,US-ID,IDAHO,1922,3,436.0,0.6880733944954129
1090,US-ID,IDAHO,1923,7,436.0,1.6055045871559634
1091,US-ID,IDAHO,1924,578,434.0,133.17972350230414
1092,US-ID,IDAHO,1925,5,436.0,1.146788990825688
1093,US-ID,IDAHO,1926,47,441.0,10.657596371882086
1094,US-ID,IDAHO,1927,287,447.0,64.20581655480984
1095,US-ID,IDAHO,1928,87,449.0,19.37639198218263
1096,US-ID,IDAHO,1929,768,447.0,171.81208053691276
1097,US-ID,IDAHO,1930,870,447.0,194.63087248322148
1098,US-ID,IDAHO,1931,121,454.0,26.651982378854626
1099,US-ID,IDAHO,1932,78,459.0,16.99346405228758
1100,US-ID,IDAHO,1933,930,464.0,200.43103448275863
1101,US-ID,IDAHO,1934,1179,473.0,249.2600422832981
1102,US-ID,IDAHO,1935,886,481.0,184.1995841995842
1103,US-ID,IDAHO,1936,1414,495.0,285.6565656565657
1104,US-ID,IDAHO,1937,1234,507.0,243.39250493096648
1105,US-ID,IDAHO,1938,777,513.0,151.46198830409355
1106,US-ID,IDAHO,1939,2265,521.0,434.74088291746637
1107,US-ID,IDAHO,1940,1449,522.0,277.58620689655174
1108,US-ID,IDAHO,1941,497,501.0,99.20159680638723
1109,US-ID,IDAHO,1942,1994,478.0,417.1548117154812
1110,US-ID,IDAHO,1943,3273,500.0,654.6
1111,US-ID,IDAHO,1944,1041,529.0,196.78638941398864
1112,US-ID,IDAHO,1945,1438,507.0,283.629191321499
1113,US-ID,IDAHO,1946,2296,509.0,451.0805500982318
1114,US-ID,IDAHO,1947,252,522.0,48.275862068965516
1115,US-ID,IDAHO,1948,1517,551.0,275.31760435571687
1116,US-ID,IDAHO,1949,2913,570.0,511.0526315789474
1117,US-ID,IDAHO,1950,2004,590.0,339.66101694915255
1118,US-ID,IDAHO,1951,2119,589.0,359.7623089983022
1119,US-ID,IDAHO,1952,1188,587.0,202.38500851788754
1120,US-ID,IDAHO,1953,1939,596.0,325.33557046979865
1121,US-ID,IDAHO,1954,4405,600.0,734.1666666666666
1122,US-ID,IDAHO,1955,703,618.0,113.75404530744338
1123,US-ID,IDAHO,1956,1997,628.0,317.99363057324837
1124,US-ID,IDAHO,1957,3249,642.0,506.0747663551401
1125,US-ID,IDAHO,1958,3698,646.0,572.4458204334366
1126,US-ID,IDAHO,1959,1624,657.0,247.1841704718417
1127,US-ID,IDAHO,1960,2831,671.0,421.90760059612523
1128,US-ID,IDAHO,1961,1966,684.0,287.4269005847953
1129,US-ID,IDAHO,1962,1616,692.0,233.52601156069363
1130,US-ID,IDAHO,1963,3927,683.0,574.9633967789166
1131,US-ID,IDAHO,1964,2234,680.0,328.52941176470586
1132,US-ID,IDAHO,1965,6162,686.0,898.2507288629737
1133,US-ID,IDAHO,1966,3408,689.0,494.62989840348325
1134,US-ID,IDAHO,1967,841,688.0,122.23837209302326
1135,US-ID,IDAHO,1968,107,695.0,15.39568345323741
1136,US-ID,IDAHO,1969,90,707.0,12.729844413012732
1137,US-ID,IDAHO,1970,854,713.015,119.77307630274258
1138,US-ID,IDAHO,1971,548,738.753,74.1790557872523
1139,US-ID,IDAHO,1972,522,763.237,68.39291072104733
1140,US-ID,IDAHO,1973,309,782.074,39.51032766720285
1141,US-ID,IDAHO,1974,74,807.99,9.158529189717694
1142,US-ID,IDAHO,1975,20,831.982,2.4038981612582964
1143,US-ID,IDAHO,1976,3992,856.9830000000001,465.8202088022749
1144,US-ID,IDAHO,1977,309,883.4689999999999,34.97576032662153
1145,US-ID,IDAHO,1978,20,910.69,2.1961369950257494
1146,US-ID,IDAHO,1979,20,932.627,2.144480054727131
1147,US-ID,IDAHO,1981,2,962.204,0.20785613030085098
1148,US-ID,IDAHO,1983,14,981.8689999999999,1.4258521248761293
1149,US-ID,IDAHO,1984,46,990.8389999999999,4.642530219339369
1150,US-ID,IDAHO,1985,161,994.051,16.19635209863478
1151,US-ID,IDAHO,1986,1,990.2239999999999,0.10098725136938713
1152,US-ID,IDAHO,1988,2,985.664,0.2029089020193494
1153,US-ID,IDAHO,1989,32,994.416,3.2179691396759504
1154,US-ID,IDAHO,1990,464,1011.882,45.85514911817781
1155,US-ID,IDAHO,1991,883,1038.915,84.99251623087548
1156,US-ID,IDAHO,1994,3,1135.4589999999998,0.26421033256154564
1157,US-ID,IDAHO,1995,6,1165.0,0.5150214592274678
1158,US-ID,IDAHO,1996,2,1187.7060000000001,0.16839184107851604
1159,US-ID,IDAHO,1998,2,1230.923,0.16247970019245722
1160,US-ID,IDAHO,2000,1,1299.43,0.07695681952856252
1161,US-ID,IDAHO,2001,3,1319.9620000000002,0.22727927016080762
1162,US-IL,ILLINOIS,1900,180,4828.0,3.7282518641259323
1163,US-IL,ILLINOIS,1901,131,4914.0,2.665852665852666
1164,US-IL,ILLINOIS,1902,110,4992.0,2.203525641025641
1165,US-IL,ILLINOIS,1903,257,5071.0,5.068033918359298
1166,US-IL,ILLINOIS,1904,51,5161.0,0.9881805851579152
1167,US-IL,ILLINOIS,1905,218,5241.0,4.15951154359855
1168,US-IL,ILLINOIS,1906,264,5309.0,4.972687888491242
1169,US-IL,ILLINOIS,1907,3407,5384.0,63.28008915304606
1170,US-IL,ILLINOIS,1908,6763,5474.0,123.54767994154183
1171,US-IL,ILLINOIS,1909,9414,5567.0,169.10364648823423
1172,US-IL,ILLINOIS,1910,10990,5668.0,193.8955539872971
1173,US-IL,ILLINOIS,1911,6440,5757.0,111.86381796074345
1174,US-IL,ILLINOIS,1912,6825,5828.0,117.10706932052162
1175,US-IL,ILLINOIS,1913,15040,5961.0,252.30665995638316
1176,US-IL,ILLINOIS,1914,4381,6109.0,71.71386478965461
1177,US-IL,ILLINOIS,1915,18901,6194.0,305.15014530190507
1178,US-IL,ILLINOIS,1916,7737,6274.0,123.31845712464138
1179,US-IL,ILLINOIS,1917,19487,6313.0,308.68050055441154
1180,US-IL,ILLINOIS,1918,2845,6275.0,45.33864541832669
1181,US-IL,ILLINOIS,1919,15819,6392.0,247.48122653316648
1182,US-IL,ILLINOIS,1920,8966,6663.0,134.56401020561307
1183,US-IL,ILLINOIS,1921,8670,6858.0,126.42169728783902
1184,US-IL,ILLINOIS,1922,11805,6958.0,169.660822075309
1185,US-IL,ILLINOIS,1923,15334,7068.0,216.94963214487834
1186,US-IL,ILLINOIS,1924,6004,7215.0,83.2155232155232
1187,US-IL,ILLINOIS,1925,13172,7306.0,180.29017246099096
1188,US-IL,ILLINOIS,1926,6872,7395.0,92.92765382014875
1189,US-IL,ILLINOIS,1927,17830,7519.0,237.13259741986965
1190,US-IL,ILLINOIS,1928,7790,7576.0,102.82470960929251
1191,US-IL,ILLINOIS,1929,38472,7606.0,505.811201682882
1192,US-IL,ILLINOIS,1930,16675,7644.0,218.14495028780746
1193,US-IL,ILLINOIS,1931,39738,7687.0,516.9506959802263
1194,US-IL,ILLINOIS,1932,16116,7736.0,208.32471561530505
1195,US-IL,ILLINOIS,1933,12422,7768.0,159.9124613800206
1196,US-IL,ILLINOIS,1934,46196,7772.0,594.390118373649
1197,US-IL,ILLINOIS,1935,56605,7797.0,725.9843529562653
1198,US-IL,ILLINOIS,1936,1222,7840.0,15.586734693877553
1199,US-IL,ILLINOIS,1937,11956,7857.0,152.1700394552628
1200,US-IL,ILLINOIS,1938,87512,7866.0,1112.5349605898805
1201,US-IL,ILLINOIS,1939,1220,7890.0,15.462610899873258
1202,US-IL,ILLINOIS,1940,8848,7905.0,111.92915876027831
1203,US-IL,ILLINOIS,1941,52286,7995.0,653.9837398373984
1204,US-IL,ILLINOIS,1942,9655,8057.0,119.8336849944148
1205,US-IL,ILLINOIS,1943,28253,7761.0,364.0381394150238
1206,US-IL,ILLINOIS,1944,17705,7719.0,229.3690892602669
1207,US-IL,ILLINOIS,1945,7949,7601.0,104.57834495461125
1208,US-IL,ILLINOIS,1946,25811,8155.0,316.50521152667073
1209,US-IL,ILLINOIS,1947,7901,8341.0,94.7248531351157
1210,US-IL,ILLINOIS,1948,38335,8552.0,448.2577174929841
1211,US-IL,ILLINOIS,1949,5715,8670.0,65.91695501730104
1212,US-IL,ILLINOIS,1950,18801,8738.0,215.16365300984205
1213,US-IL,ILLINOIS,1951,16620,8790.0,189.07849829351534
1214,US-IL,ILLINOIS,1952,28928,8956.0,323.0013398838767
1215,US-IL,ILLINOIS,1953,15584,9065.0,171.91395477109762
1216,US-IL,ILLINOIS,1954,33190,9252.0,358.7332468655426
1217,US-IL,ILLINOIS,1955,13649,9435.0,144.6634870164282
1218,US-IL,ILLINOIS,1956,42211,9530.0,442.92759706190975
1219,US-IL,ILLINOIS,1957,9688,9668.0,100.20686801820437
1220,US-IL,ILLINOIS,1958,22962,9886.0,232.2678535302448
1221,US-IL,ILLINOIS,1959,9611,9986.0,96.24474263969557
1222,US-IL,ILLINOIS,1960,22656,10086.0,224.62819750148722
1223,US-IL,ILLINOIS,1961,16356,10130.0,161.46100691016784
1224,US-IL,ILLINOIS,1962,16602,10280.0,161.49805447470817
1225,US-IL,ILLINOIS,1963,10215,10402.0,98.2022687944626
1226,US-IL,ILLINOIS,1964,15778,10580.0,149.1304347826087
1227,US-IL,ILLINOIS,1965,9105,10693.0,85.14916300383429
1228,US-IL,ILLINOIS,1966,22951,10836.0,211.8032484311554
1229,US-IL,ILLINOIS,1967,4051,10947.0,37.00557230291404
1230,US-IL,ILLINOIS,1968,2607,10995.0,23.710777626193725
1231,US-IL,ILLINOIS,1969,1116,11039.0,10.109611377842196
1232,US-IL,ILLINOIS,1970,9620,11110.285,86.58643770164312
1233,US-IL,ILLINOIS,1971,6609,11202.396999999999,58.996302309229
1234,US-IL,ILLINOIS,1972,11206,11251.948,99.59164404243602
1235,US-IL,ILLINOIS,1973,4357,11251.367,38.72418347032854
1236,US-IL,ILLINOIS,1974,3974,11262.145,35.28635086832926
1237,US-IL,ILLINOIS,1975,1852,11291.743,16.40136513911094
1238,US-IL,ILLINOIS,1976,4059,11342.853000000001,35.784647830664824
1239,US-IL,ILLINOIS,1977,3850,11386.316,33.81251670865274
1240,US-IL,ILLINOIS,1978,3658,11412.561000000002,32.05240261147344
1241,US-IL,ILLINOIS,1979,1637,11396.837,14.363634401369433
1242,US-IL,ILLINOIS,1980,339,11434.702,2.964659682429853
1243,US-IL,ILLINOIS,1981,54,11443.458,0.47188533396111554
1244,US-IL,ILLINOIS,1982,38,11423.412,0.3326501749214683
1245,US-IL,ILLINOIS,1983,333,11408.818000000001,2.9187949181063275
1246,US-IL,ILLINOIS,1984,515,11412.132,4.512741352798934
1247,US-IL,ILLINOIS,1985,420,11399.806,3.684273223596963
1248,US-IL,ILLINOIS,1986,376,11387.257,3.301936541873078
1249,US-IL,ILLINOIS,1987,365,11391.178,3.2042340133742098
1250,US-IL,ILLINOIS,1988,101,11390.183,0.8867285099809195
1251,US-IL,ILLINOIS,1989,4138,11409.782,36.2671258749729
1252,US-IL,ILLINOIS,1990,30,11446.979,0.262077880985018
1253,US-IL,ILLINOIS,1991,10,11535.973,0.08668536238772404
1254,US-IL,ILLINOIS,1993,5,11725.983999999999,0.04264034472501413
1255,US-IL,ILLINOIS,1994,83,11804.986,0.7030927440320556
1256,US-IL,ILLINOIS,1995,11,11884.935,0.09255414522670928
1257,US-IL,ILLINOIS,1996,10,11953.003,0.08366098460780107
1258,US-IL,ILLINOIS,1997,4,12011.508999999998,0.03330139452087161
1259,US-IL,ILLINOIS,1998,2,12069.774,0.016570318549460825
1260,US-IL,ILLINOIS,2000,10,12434.161,0.08042360075601401
1261,US-IL,ILLINOIS,2001,3,12488.445,0.02402220612734412
1262,US-IN,INDIANA,1900,8,2518.0,0.3177124702144559
1263,US-IN,INDIANA,1902,2,2567.0,0.07791195948578107
1264,US-IN,INDIANA,1903,4,2594.0,0.15420200462606012
1265,US-IN,INDIANA,1904,1,2614.0,0.03825554705432287
1266,US-IN,INDIANA,1906,37,2663.0,1.3894104393541118
1267,US-IN,INDIANA,1907,9734,2679.0,363.34453154162
1268,US-IN,INDIANA,1908,1140,2677.0,42.58498319013822
1269,US-IN,INDIANA,1909,2266,2678.0,84.61538461538461
1270,US-IN,INDIANA,1910,6018,2713.0,221.82086251382236
1271,US-IN,INDIANA,1911,916,2751.0,33.29698291530352
1272,US-IN,INDIANA,1912,206,2785.0,7.3967684021543985
1273,US-IN,INDIANA,1913,1059,2824.0,37.5
1274,US-IN,INDIANA,1914,716,2857.0,25.061253062653133
1275,US-IN,INDIANA,1915,1004,2873.0,34.946049425687434
1276,US-IN,INDIANA,1916,1622,2897.0,55.988954090438384
1277,US-IN,INDIANA,1917,6485,2910.0,222.85223367697594
1278,US-IN,INDIANA,1918,1338,2880.0,46.458333333333336
1279,US-IN,INDIANA,1919,953,2906.0,32.79421885753614
1280,US-IN,INDIANA,1920,6874,2947.0,233.25415676959622
1281,US-IN,INDIANA,1921,490,2976.0,16.46505376344086
1282,US-IN,INDIANA,1922,1517,2965.0,51.16357504215851
1283,US-IN,INDIANA,1923,7429,3042.0,244.21433267587113
1284,US-IN,INDIANA,1924,1091,3086.0,35.35320803629294
1285,US-IN,INDIANA,1925,685,3119.0,21.962167361333762
1286,US-IN,INDIANA,1926,11524,3148.0,366.07369758576874
1287,US-IN,INDIANA,1927,845,3191.0,26.48072704481354
1288,US-IN,INDIANA,1928,8583,3212.0,267.21668742216684
1289,US-IN,INDIANA,1929,10384,3226.0,321.8846869187849
1290,US-IN,INDIANA,1930,4021,3242.0,124.02837754472549
1291,US-IN,INDIANA,1931,17628,3257.0,541.2342646607307
1292,US-IN,INDIANA,1932,2914,3281.0,88.81438585797014
1293,US-IN,INDIANA,1933,3736,3304.0,113.07506053268766
1294,US-IN,INDIANA,1934,21132,3319.0,636.6978005423321
1295,US-IN,INDIANA,1935,9620,3332.0,288.7154861944778
1296,US-IN,INDIANA,1936,713,3348.0,21.296296296296298
1297,US-IN,INDIANA,1937,7100,3374.0,210.4327208061648
1298,US-IN,INDIANA,1938,17127,3386.0,505.8180744240992
1299,US-IN,INDIANA,1939,475,3403.0,13.95827211284161
1300,US-IN,INDIANA,1940,566,3433.0,16.487037576463734
1301,US-IN,INDIANA,1941,14871,3483.0,426.95951765719207
1302,US-IN,INDIANA,1942,3176,3507.0,90.56173367550613
1303,US-IN,INDIANA,1943,9823,3449.0,284.8071904899971
1304,US-IN,INDIANA,1944,5039,3440.0,146.4825581395349
1305,US-IN,INDIANA,1945,894,3427.0,26.08695652173913
1306,US-IN,INDIANA,1946,11889,3702.0,321.1507293354943
1307,US-IN,INDIANA,1947,2190,3779.0,57.951839110875895
1308,US-IN,INDIANA,1948,14839,3877.0,382.7443899922621
1309,US-IN,INDIANA,1949,3964,3958.0,100.15159171298636
1310,US-IN,INDIANA,1950,7639,3967.0,192.56365011343584
1311,US-IN,INDIANA,1951,4204,4096.0,102.63671875
1312,US-IN,INDIANA,1952,7845,4148.0,189.12729026036644
1313,US-IN,INDIANA,1953,6849,4182.0,163.77331420373028
1314,US-IN,INDIANA,1954,22049,4264.0,517.0966228893059
1315,US-IN,INDIANA,1955,3769,4363.0,86.38551455420583
1316,US-IN,INDIANA,1956,16529,4458.0,370.77164647824134
1317,US-IN,INDIANA,1957,8094,4529.0,178.71494811216604
1318,US-IN,INDIANA,1958,18132,4583.0,395.63604625790964
1319,US-IN,INDIANA,1959,4595,4613.0,99.60979839583784
1320,US-IN,INDIANA,1960,10427,4674.0,223.08515190415062
1321,US-IN,INDIANA,1961,5898,4730.0,124.69344608879493
1322,US-IN,INDIANA,1962,7696,4736.0,162.5
1323,US-IN,INDIANA,1963,5956,4799.0,124.10918941446134
1324,US-IN,INDIANA,1964,22161,4856.0,456.36326194398686
1325,US-IN,INDIANA,1965,4700,4922.0,95.48963835839089
1326,US-IN,INDIANA,1966,11602,4999.0,232.08641728345668
1327,US-IN,INDIANA,1967,2082,5053.0,41.203245596675245
1328,US-IN,INDIANA,1968,1274,5093.0,25.0147260946397
1329,US-IN,INDIANA,1969,537,5143.0,10.441376628426987
1330,US-IN,INDIANA,1970,3318,5195.392,63.86428589026584
1331,US-IN,INDIANA,1971,6172,5253.396,117.48590816302446
1332,US-IN,INDIANA,1972,3352,5302.435,63.21623933155238
1333,US-IN,INDIANA,1973,997,5338.276999999999,18.676438109150205
1334,US-IN,INDIANA,1974,805,5361.89,15.013362825421634
1335,US-IN,INDIANA,1975,511,5365.766,9.523337394884534
1336,US-IN,INDIANA,1976,8820,5389.088000000001,163.66405595900454
1337,US-IN,INDIANA,1977,8632,5425.638000000001,159.09649703868925
1338,US-IN,INDIANA,1978,668,5470.214,12.211588065841665
1339,US-IN,INDIANA,1979,281,5501.174,5.108000583148252
1340,US-IN,INDIANA,1980,112,5490.721,2.039804972789548
1341,US-IN,INDIANA,1981,27,5480.435,0.4926616226631645
1342,US-IN,INDIANA,1982,5,5467.922,0.09144241633293233
1343,US-IN,INDIANA,1983,488,5450.395,8.953479518456918
1344,US-IN,INDIANA,1984,8,5458.321999999999,0.14656518981474528
1345,US-IN,INDIANA,1985,59,5459.210999999999,1.0807422537798963
1346,US-IN,INDIANA,1986,37,5454.108,0.6783877400300837
1347,US-IN,INDIANA,1988,113,5491.735,2.0576375225680046
1348,US-IN,INDIANA,1989,606,5523.693,10.97092108486116
1349,US-IN,INDIANA,1990,254,5555.097,4.572377404030929
1350,US-IN,INDIANA,1991,26,5602.062,0.4641148205785655
1351,US-IN,INDIANA,1992,11,5648.649,0.19473682999244596
1352,US-IN,INDIANA,1993,2,5701.965,0.035075627437208046
1353,US-IN,INDIANA,1994,2,5745.626,0.034809087817411016
1354,US-IN,INDIANA,1998,4,5907.616999999999,0.06770919644926204
1355,US-IN,INDIANA,1999,3,5942.901,0.050480396695149386
1356,US-IN,INDIANA,2000,4,6091.866,0.0656613261027081
1357,US-IN,INDIANA,2001,6,6127.76,0.09791506194759586
1358,US-KS,KANSAS,1903,3,1498.0,0.20026702269692925
1359,US-KS,KANSAS,1907,1071,1612.0,66.43920595533498
1360,US-KS,KANSAS,1908,126,1629.0,7.734806629834254
1361,US-KS,KANSAS,1909,644,1658.0,38.841978287092886
1362,US-KS,KANSAS,1910,766,1692.0,45.27186761229314
1363,US-KS,KANSAS,1911,300,1684.0,17.81472684085511
1364,US-KS,KANSAS,1912,45,1671.0,2.6929982046678633
1365,US-KS,KANSAS,1913,812,1663.0,48.827420324714375
1366,US-KS,KANSAS,1914,416,1662.0,25.03008423586041
1367,US-KS,KANSAS,1915,220,1687.0,13.040901007705989
1368,US-KS,KANSAS,1916,763,1727.0,44.18066010422698
1369,US-KS,KANSAS,1917,2010,1748.0,114.98855835240273
1370,US-KS,KANSAS,1918,1491,1729.0,86.23481781376519
1371,US-KS,KANSAS,1919,190,1756.0,10.82004555808656
1372,US-KS,KANSAS,1920,1764,1769.0,99.71735443753533
1373,US-KS,KANSAS,1921,1865,1779.0,104.83417650365374
1374,US-KS,KANSAS,1922,133,1799.0,7.392996108949417
1375,US-KS,KANSAS,1923,2858,1808.0,158.07522123893804
1376,US-KS,KANSAS,1924,3259,1807.0,180.35417819590484
1377,US-KS,KANSAS,1925,49,1825.0,2.684931506849315
1378,US-KS,KANSAS,1926,1443,1836.0,78.59477124183006
1379,US-KS,KANSAS,1927,2407,1836.0,131.10021786492374
1380,US-KS,KANSAS,1928,2539,1850.0,137.24324324324323
1381,US-KS,KANSAS,1929,10518,1867.0,563.3636850562399
1382,US-KS,KANSAS,1930,12422,1883.0,659.691980881572
1383,US-KS,KANSAS,1931,1760,1881.0,93.56725146198829
1384,US-KS,KANSAS,1932,6150,1883.0,326.60647902283586
1385,US-KS,KANSAS,1933,6320,1877.0,336.70751198721365
1386,US-KS,KANSAS,1934,10413,1868.0,557.4411134903639
1387,US-KS,KANSAS,1935,25821,1872.0,1379.326923076923
1388,US-KS,KANSAS,1936,437,1869.0,23.381487426431246
1389,US-KS,KANSAS,1937,793,1856.0,42.72629310344828
1390,US-KS,KANSAS,1938,10341,1842.0,561.400651465798
1391,US-KS,KANSAS,1939,1963,1824.0,107.62061403508771
1392,US-KS,KANSAS,1940,10803,1788.0,604.1946308724832
1393,US-KS,KANSAS,1941,13739,1765.0,778.4135977337111
1394,US-KS,KANSAS,1942,9388,1760.0,533.4090909090909
1395,US-KS,KANSAS,1943,9907,1796.0,551.6146993318486
1396,US-KS,KANSAS,1944,10090,1779.0,567.1725688589096
1397,US-KS,KANSAS,1945,1205,1731.0,69.61294049682265
1398,US-KS,KANSAS,1946,12813,1805.0,709.8614958448753
1399,US-KS,KANSAS,1947,432,1853.0,23.31354560172693
1400,US-KS,KANSAS,1948,1120,1892.0,59.19661733615222
1401,US-KS,KANSAS,1949,16984,1925.0,882.2857142857142
1402,US-KS,KANSAS,1950,2124,1916.0,110.85594989561586
1403,US-KS,KANSAS,1951,10887,1950.0,558.3076923076924
1404,US-KS,KANSAS,1952,10869,1977.0,549.7723823975721
1405,US-KS,KANSAS,1953,16273,1994.0,816.098294884654
1406,US-KS,KANSAS,1954,1355,2042.0,66.35651322233105
1407,US-KS,KANSAS,1955,3046,2093.0,145.5327281414238
1408,US-KS,KANSAS,1956,4255,2119.0,200.80226521944314
1409,US-KS,KANSAS,1957,12,2128.0,0.5639097744360901
1410,US-KS,KANSAS,1958,71,2142.0,3.3146591970121384
1411,US-KS,KANSAS,1967,204,2197.0,9.285389167045972
1412,US-KS,KANSAS,1968,30,2216.0,1.3537906137184115
1413,US-KS,KANSAS,1969,9,2236.0,0.40250447227191416
1414,US-KS,KANSAS,1970,1541,2249.071,68.51717887074264
1415,US-KS,KANSAS,1971,2808,2246.6,124.9888720733553
1416,US-KS,KANSAS,1972,105,2256.375,4.653481801562241
1417,US-KS,KANSAS,1973,195,2265.603,8.60698012846911
1418,US-KS,KANSAS,1974,2315,2269.499,102.00489182854895
1419,US-KS,KANSAS,1975,2147,2280.578,94.14280064089016
1420,US-KS,KANSAS,1976,1489,2301.001,64.71096709649409
1421,US-KS,KANSAS,1977,2416,2320.647,104.10889721702613
1422,US-KS,KANSAS,1978,264,2335.657,11.303029511610651
1423,US-KS,KANSAS,1979,142,2350.906,6.040224492174506
1424,US-KS,KANSAS,1980,71,2369.0389999999998,2.99699582826623
1425,US-KS,KANSAS,1981,2,2384.849,0.08386275189749959
1426,US-KS,KANSAS,1982,88,2401.202,3.6648311970421474
1427,US-KS,KANSAS,1983,50,2415.531,2.0699382454623847
1428,US-KS,KANSAS,1984,10,2424.0860000000002,0.4125266182800445
1429,US-KS,KANSAS,1985,2,2427.405,0.08239251381619465
1430,US-KS,KANSAS,1986,97,2432.619,3.987471938680081
1431,US-KS,KANSAS,1987,2,2445.367,0.08178731454215256
1432,US-KS,KANSAS,1988,2,2461.996,0.08123490046287646
1433,US-KS,KANSAS,1989,472,2472.849,19.08729566584939
1434,US-KS,KANSAS,1990,248,2480.683,9.997246726002476
1435,US-KS,KANSAS,1991,4,2495.209,0.16030721274249973
1436,US-KS,KANSAS,1992,2,2526.042,0.07917524728409107
1437,US-KS,KANSAS,1993,4,2547.605,0.15701021155163378
1438,US-KS,KANSAS,1994,2,2569.118,0.07784772828651701
1439,US-KS,KANSAS,1995,3,2586.942,0.11596703752925269
1440,US-KS,KANSAS,1996,1,2598.266,0.03848720646769807
1441,US-KS,KANSAS,2000,5,2693.6809999999996,0.18561960380609288
1442,US-KS,KANSAS,2001,1,2702.1620000000003,0.03700740370118446
1443,US-KY,KENTUCKY,1900,5,2148.0,0.23277467411545624
1444,US-KY,KENTUCKY,1902,7,2177.0,0.3215434083601286
1445,US-KY,KENTUCKY,1903,5,2191.0,0.22820629849383844
1446,US-KY,KENTUCKY,1904,10,2205.0,0.45351473922902497
1447,US-KY,KENTUCKY,1906,8,2234.0,0.35810205908683973
1448,US-KY,KENTUCKY,1907,404,2249.0,17.96353935082259
1449,US-KY,KENTUCKY,1908,187,2263.0,8.26336721166593
1450,US-KY,KENTUCKY,1909,18,2278.0,0.7901668129938543
1451,US-KY,KENTUCKY,1910,633,2299.0,27.533710308829928
1452,US-KY,KENTUCKY,1911,203,2324.0,8.734939759036145
1453,US-KY,KENTUCKY,1912,129,2347.0,5.496378355347252
1454,US-KY,KENTUCKY,1913,182,2374.0,7.6663858466722825
1455,US-KY,KENTUCKY,1914,316,2395.0,13.194154488517745
1456,US-KY,KENTUCKY,1915,411,2401.0,17.11786755518534
1457,US-KY,KENTUCKY,1916,406,2411.0,16.83948569058482
1458,US-KY,KENTUCKY,1917,595,2421.0,24.576621230896322
1459,US-KY,KENTUCKY,1918,605,2425.0,24.948453608247423
1460,US-KY,KENTUCKY,1919,301,2413.0,12.474098632407792
1461,US-KY,KENTUCKY,1920,763,2421.0,31.515902519619992
1462,US-KY,KENTUCKY,1921,879,2436.0,36.08374384236453
1463,US-KY,KENTUCKY,1922,1739,2450.0,70.97959183673468
1464,US-KY,KENTUCKY,1923,1047,2480.0,42.21774193548387
1465,US-KY,KENTUCKY,1924,382,2531.0,15.092848676412485
1466,US-KY,KENTUCKY,1925,87,2520.0,3.4523809523809526
1467,US-KY,KENTUCKY,1926,3594,2545.0,141.2180746561886
1468,US-KY,KENTUCKY,1927,104,2551.0,4.076832614660917
1469,US-KY,KENTUCKY,1928,5562,2567.0,216.67315932995717
1470,US-KY,KENTUCKY,1929,1221,2606.0,46.853415195702226
1471,US-KY,KENTUCKY,1930,1778,2623.0,67.78497903164316
1472,US-KY,KENTUCKY,1931,4804,2652.0,181.14630467571644
1473,US-KY,KENTUCKY,1932,1962,2676.0,73.31838565022422
1474,US-KY,KENTUCKY,1933,1588,2698.0,58.85841363973313
1475,US-KY,KENTUCKY,1934,11929,2722.0,438.24393828067593
1476,US-KY,KENTUCKY,1935,14275,2748.0,519.4687045123726
1477,US-KY,KENTUCKY,1936,2303,2768.0,83.20086705202311
1478,US-KY,KENTUCKY,1937,6889,2784.0,247.44971264367814
1479,US-KY,KENTUCKY,1938,10500,2800.0,375.0
1480,US-KY,KENTUCKY,1939,1194,2825.0,42.26548672566371
1481,US-KY,KENTUCKY,1940,3393,2859.0,118.67785939139559
1482,US-KY,KENTUCKY,1941,18908,2824.0,669.5467422096317
1483,US-KY,KENTUCKY,1942,1881,2797.0,67.2506256703611
1484,US-KY,KENTUCKY,1943,10819,2693.0,401.74526550315636
1485,US-KY,KENTUCKY,1944,2181,2631.0,82.89623717217788
1486,US-KY,KENTUCKY,1945,1639,2597.0,63.11128224874856
